split,id,category,topic,source_type,origin_file,variant_of,variant_type,system,instruction,output,knowledge_text,messages,text
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
What is the Sinister Six?<|im_end|>
<|im_start|>assistant
The Sinister Six is a recurring villain team assembled to defeat Spider-Man, typically organised by Doctor Octopus. Its lineup changes across stories but often draws from Vulture, Electro, Mysterio, Sandman, Kraven and others.<|im_end|>"
train,324,villains,Vulture,researched_summary,Spider.csv,324,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Tell me about Vulture.,Vulture is a recurring Spider-Man villain associated with Adrian Toomes and advanced flight technology.,Vulture is a recurring Spider-Man villain associated with Adrian Toomes and advanced flight technology.,"[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Tell me about Vulture.""}, {""role"": ""assistant"", ""content"": ""Vulture is a recurring Spider-Man villain associated with Adrian Toomes and advanced flight technology.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Tell me about Vulture.<|im_end|>
<|im_start|>assistant
Vulture is a recurring Spider-Man villain associated with Adrian Toomes and advanced flight technology.<|im_end|>"
train,325,villains,Vulture,researched_summary,Spider.csv,325,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Who is Vulture?,Vulture is a recurring Spider-Man villain associated with Adrian Toomes and advanced flight technology.,Vulture is a recurring Spider-Man villain associated with Adrian Toomes and advanced flight technology.,"[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Who is Vulture?""}, {""role"": ""assistant"", ""content"": ""Vulture is a recurring Spider-Man villain associated with Adrian Toomes and advanced flight technology.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Who is Vulture?<|im_end|>
<|im_start|>assistant
Vulture is a recurring Spider-Man villain associated with Adrian Toomes and advanced flight technology.<|im_end|>"
train,308,villains,Kraven the Hunter,researched_summary,Spider.csv,308,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Tell me about Kraven the Hunter.,Kraven is a hunter who views Spider-Man as a premier challenge and has repeatedly pursued him.,Kraven is a hunter who views Spider-Man as a premier challenge and has repeatedly pursued him.,"[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Tell me about Kraven the Hunter.""}, {""role"": ""assistant"", ""content"": ""Kraven is a hunter who views Spider-Man as a premier challenge and has repeatedly pursued him.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Tell me about Kraven the Hunter.<|im_end|>
<|im_start|>assistant
Kraven is a hunter who views Spider-Man as a premier challenge and has repeatedly pursued him.<|im_end|>"
train,309,villains,Kraven the Hunter,researched_summary,Spider.csv,309,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Who is Kraven the Hunter?,Kraven is a hunter who views Spider-Man as a premier challenge and has repeatedly pursued him.,Kraven is a hunter who views Spider-Man as a premier challenge and has repeatedly pursued him.,"[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Who is Kraven the Hunter?""}, {""role"": ""assistant"", ""content"": ""Kraven is a hunter who views Spider-Man as a premier challenge and has repeatedly pursued him.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Who is Kraven the Hunter?<|im_end|>
<|im_start|>assistant
Kraven is a hunter who views Spider-Man as a premier challenge and has repeatedly pursued him.<|im_end|>"
train,320,villains,Symbiotes,model_knowledge,added_by_claude,320,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",What are symbiotes?,"Symbiotes are alien organisms that bond with a host, granting enhanced abilities while influencing the host's behaviour. Venom and Carnage are the best-known symbiote characters in Spider-Man stories.","Symbiotes are alien organisms that bond with a host, granting enhanced abilities while influencing the host's behaviour. Venom and Carnage are the best-known symbiote characters in Spider-Man stories.","[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""What are symbiotes?""}, {""role"": ""assistant"", ""content"": ""Symbiotes are alien organisms that bond with a host, granting enhanced abilities while influencing the host's behaviour. Venom and Carnage are the best-known symbiote characters in Spider-Man stories.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
What are symbiotes?<|im_end|>
<|im_start|>assistant
Symbiotes are alien organisms that bond with a host, granting enhanced abilities while influencing the host's behaviour. Venom and Carnage are the best-known symbiote characters in Spider-Man stories.<|im_end|>"
train,322,villains,Venom,researched_summary,Spider.csv,322,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Tell me about Venom.,"Venom is a symbiote-based character whose relationship to Spider-Man varies between enemy, anti-hero, and uneasy ally depending on the story.","Venom is a symbiote-based character whose relationship to Spider-Man varies between enemy, anti-hero, and uneasy ally depending on the story.","[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Tell me about Venom.""}, {""role"": ""assistant"", ""content"": ""Venom is a symbiote-based character whose relationship to Spider-Man varies between enemy, anti-hero, and uneasy ally depending on the story.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Tell me about Venom.<|im_end|>
<|im_start|>assistant
Venom is a symbiote-based character whose relationship to Spider-Man varies between enemy, anti-hero, and uneasy ally depending on the story.<|im_end|>"
train,323,villains,Venom,researched_summary,Spider.csv,323,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Who is Venom?,"Venom is a symbiote-based character whose relationship to Spider-Man varies between enemy, anti-hero, and uneasy ally depending on the story.","Venom is a symbiote-based character whose relationship to Spider-Man varies between enemy, anti-hero, and uneasy ally depending on the story.","[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Who is Venom?""}, {""role"": ""assistant"", ""content"": ""Venom is a symbiote-based character whose relationship to Spider-Man varies between enemy, anti-hero, and uneasy ally depending on the story.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Who is Venom?<|im_end|>
<|im_start|>assistant
Venom is a symbiote-based character whose relationship to Spider-Man varies between enemy, anti-hero, and uneasy ally depending on the story.<|im_end|>"
train,315,villains,Rhino,researched_summary,Spider.csv,315,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Tell me about Rhino.,"Rhino is a physically powerful Spider-Man enemy known for a heavily armored, rhinoceros-like form.","Rhino is a physically powerful Spider-Man enemy known for a heavily armored, rhinoceros-like form.","[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Tell me about Rhino.""}, {""role"": ""assistant"", ""content"": ""Rhino is a physically powerful Spider-Man enemy known for a heavily armored, rhinoceros-like form.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Tell me about Rhino.<|im_end|>
<|im_start|>assistant
Rhino is a physically powerful Spider-Man enemy known for a heavily armored, rhinoceros-like form.<|im_end|>"
train,316,villains,Rhino,researched_summary,Spider.csv,316,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Who is Rhino?,"Rhino is a physically powerful Spider-Man enemy known for a heavily armored, rhinoceros-like form.","Rhino is a physically powerful Spider-Man enemy known for a heavily armored, rhinoceros-like form.","[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Who is Rhino?""}, {""role"": ""assistant"", ""content"": ""Rhino is a physically powerful Spider-Man enemy known for a heavily armored, rhinoceros-like form.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Who is Rhino?<|im_end|>
<|im_start|>assistant
Rhino is a physically powerful Spider-Man enemy known for a heavily armored, rhinoceros-like form.<|im_end|>"
train,295,villains,Doctor Octopus,researched_summary,Spider.csv,295,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Tell me about Doctor Octopus.,"Doctor Octopus, usually Otto Octavius, is a brilliant scientist who becomes one of Spider-Man's most persistent enemies.","Doctor Octopus, usually Otto Octavius, is a brilliant scientist who becomes one of Spider-Man's most persistent enemies.","[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Tell me about Doctor Octopus.""}, {""role"": ""assistant"", ""content"": ""Doctor Octopus, usually Otto Octavius, is a brilliant scientist who becomes one of Spider-Man's most persistent enemies.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Tell me about Doctor Octopus.<|im_end|>
<|im_start|>assistant
Doctor Octopus, usually Otto Octavius, is a brilliant scientist who becomes one of Spider-Man's most persistent enemies.<|im_end|>"
train,296,villains,Doctor Octopus,researched_summary,Spider.csv,296,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Who is Doctor Octopus?,"Doctor Octopus, usually Otto Octavius, is a brilliant scientist who becomes one of Spider-Man's most persistent enemies.","Doctor Octopus, usually Otto Octavius, is a brilliant scientist who becomes one of Spider-Man's most persistent enemies.","[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Who is Doctor Octopus?""}, {""role"": ""assistant"", ""content"": ""Doctor Octopus, usually Otto Octavius, is a brilliant scientist who becomes one of Spider-Man's most persistent enemies.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Who is Doctor Octopus?<|im_end|>
<|im_start|>assistant
Doctor Octopus, usually Otto Octavius, is a brilliant scientist who becomes one of Spider-Man's most persistent enemies.<|im_end|>"
train,317,villains,Sandman,researched_summary,Spider.csv,317,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Tell me about Sandman.,Sandman is a Spider-Man villain whose body can transform into sand and whose classic identity is Flint Marko.,Sandman is a Spider-Man villain whose body can transform into sand and whose classic identity is Flint Marko.,"[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Tell me about Sandman.""}, {""role"": ""assistant"", ""content"": ""Sandman is a Spider-Man villain whose body can transform into sand and whose classic identity is Flint Marko.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Tell me about Sandman.<|im_end|>
<|im_start|>assistant
Sandman is a Spider-Man villain whose body can transform into sand and whose classic identity is Flint Marko.<|im_end|>"
train,318,villains,Sandman,researched_summary,Spider.csv,318,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Who is Sandman?,Sandman is a Spider-Man villain whose body can transform into sand and whose classic identity is Flint Marko.,Sandman is a Spider-Man villain whose body can transform into sand and whose classic identity is Flint Marko.,"[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Who is Sandman?""}, {""role"": ""assistant"", ""content"": ""Sandman is a Spider-Man villain whose body can transform into sand and whose classic identity is Flint Marko.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Who is Sandman?<|im_end|>
<|im_start|>assistant
Sandman is a Spider-Man villain whose body can transform into sand and whose classic identity is Flint Marko.<|im_end|>"
train,298,villains,Electro,researched_summary,Spider.csv,298,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Tell me about Electro.,"Electro is a Spider-Man villain associated with electrical powers and, in the comics, with Max Dillon.","Electro is a Spider-Man villain associated with electrical powers and, in the comics, with Max Dillon.","[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Tell me about Electro.""}, {""role"": ""assistant"", ""content"": ""Electro is a Spider-Man villain associated with electrical powers and, in the comics, with Max Dillon.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Tell me about Electro.<|im_end|>
<|im_start|>assistant
Electro is a Spider-Man villain associated with electrical powers and, in the comics, with Max Dillon.<|im_end|>"
train,299,villains,Electro,researched_summary,Spider.csv,299,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Who is Electro?,"Electro is a Spider-Man villain associated with electrical powers and, in the comics, with Max Dillon.","Electro is a Spider-Man villain associated with electrical powers and, in the comics, with Max Dillon.","[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Who is Electro?""}, {""role"": ""assistant"", ""content"": ""Electro is a Spider-Man villain associated with electrical powers and, in the comics, with Max Dillon.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Who is Electro?<|im_end|>
<|im_start|>assistant
Electro is a Spider-Man villain associated with electrical powers and, in the comics, with Max Dillon.<|im_end|>"
train,321,villains,Tombstone,model_knowledge,added_by_claude,321,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Who is Tombstone?,"Tombstone, Lonnie Lincoln, is an enforcer and crime figure with enhanced strength and durable skin who has served as a Spider-Man antagonist.","Tombstone, Lonnie Lincoln, is an enforcer and crime figure with enhanced strength and durable skin who has served as a Spider-Man antagonist.","[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Who is Tombstone?""}, {""role"": ""assistant"", ""content"": ""Tombstone, Lonnie Lincoln, is an enforcer and crime figure with enhanced strength and durable skin who has served as a Spider-Man antagonist.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Who is Tombstone?<|im_end|>
<|im_start|>assistant
Tombstone, Lonnie Lincoln, is an enforcer and crime figure with enhanced strength and durable skin who has served as a Spider-Man antagonist.<|im_end|>"
train,312,villains,Morlun,model_knowledge,added_by_claude,312,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Who is Morlun?,Morlun is a powerful antagonist who hunts totemic spider-beings across realities and is central to the Spider-Verse storylines.,Morlun is a powerful antagonist who hunts totemic spider-beings across realities and is central to the Spider-Verse storylines.,"[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Who is Morlun?""}, {""role"": ""assistant"", ""content"": ""Morlun is a powerful antagonist who hunts totemic spider-beings across realities and is central to the Spider-Verse storylines.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Who is Morlun?<|im_end|>
<|im_start|>assistant
Morlun is a powerful antagonist who hunts totemic spider-beings across realities and is central to the Spider-Verse storylines.<|im_end|>"
train,313,villains,Mysterio,researched_summary,Spider.csv,313,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Tell me about Mysterio.,"Mysterio is a master of illusion and deception, commonly associated with Quentin Beck.","Mysterio is a master of illusion and deception, commonly associated with Quentin Beck.","[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Tell me about Mysterio.""}, {""role"": ""assistant"", ""content"": ""Mysterio is a master of illusion and deception, commonly associated with Quentin Beck.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Tell me about Mysterio.<|im_end|>
<|im_start|>assistant
Mysterio is a master of illusion and deception, commonly associated with Quentin Beck.<|im_end|>"
train,314,villains,Mysterio,researched_summary,Spider.csv,314,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Who is Mysterio?,"Mysterio is a master of illusion and deception, commonly associated with Quentin Beck.","Mysterio is a master of illusion and deception, commonly associated with Quentin Beck.","[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Who is Mysterio?""}, {""role"": ""assistant"", ""content"": ""Mysterio is a master of illusion and deception, commonly associated with Quentin Beck.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Who is Mysterio?<|im_end|>
<|im_start|>assistant
Mysterio is a master of illusion and deception, commonly associated with Quentin Beck.<|im_end|>"
train,293,villains,Carnage,researched_summary,Spider.csv,293,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Tell me about Carnage.,"Carnage is a violent symbiote-linked antagonist, most commonly associated with Cletus Kasady.","Carnage is a violent symbiote-linked antagonist, most commonly associated with Cletus Kasady.","[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Tell me about Carnage.""}, {""role"": ""assistant"", ""content"": ""Carnage is a violent symbiote-linked antagonist, most commonly associated with Cletus Kasady.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Tell me about Carnage.<|im_end|>
<|im_start|>assistant
Carnage is a violent symbiote-linked antagonist, most commonly associated with Cletus Kasady.<|im_end|>"
train,294,villains,Carnage,researched_summary,Spider.csv,294,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Who is Carnage?,"Carnage is a violent symbiote-linked antagonist, most commonly associated with Cletus Kasady.","Carnage is a violent symbiote-linked antagonist, most commonly associated with Cletus Kasady.","[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Who is Carnage?""}, {""role"": ""assistant"", ""content"": ""Carnage is a violent symbiote-linked antagonist, most commonly associated with Cletus Kasady.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Who is Carnage?<|im_end|>
<|im_start|>assistant
Carnage is a violent symbiote-linked antagonist, most commonly associated with Cletus Kasady.<|im_end|>"
train,300,villains,Green Goblin,researched_summary,Spider.csv,300,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Tell me about Green Goblin.,Green Goblin is one of Spider-Man's most important enemies and is strongly associated with Norman Osborn.,Green Goblin is one of Spider-Man's most important enemies and is strongly associated with Norman Osborn.,"[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Tell me about Green Goblin.""}, {""role"": ""assistant"", ""content"": ""Green Goblin is one of Spider-Man's most important enemies and is strongly associated with Norman Osborn.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Tell me about Green Goblin.<|im_end|>
<|im_start|>assistant
Green Goblin is one of Spider-Man's most important enemies and is strongly associated with Norman Osborn.<|im_end|>"
train,301,villains,Green Goblin,researched_summary,Spider.csv,301,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Who is Green Goblin?,Green Goblin is one of Spider-Man's most important enemies and is strongly associated with Norman Osborn.,Green Goblin is one of Spider-Man's most important enemies and is strongly associated with Norman Osborn.,"[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Who is Green Goblin?""}, {""role"": ""assistant"", ""content"": ""Green Goblin is one of Spider-Man's most important enemies and is strongly associated with Norman Osborn.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Who is Green Goblin?<|im_end|>
<|im_start|>assistant
Green Goblin is one of Spider-Man's most important enemies and is strongly associated with Norman Osborn.<|im_end|>"
eval,2,actors,Jacob Batalon,researched_summary,Spider.csv,2,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Who plays Ned Leeds?,Jacob Batalon plays Ned Leeds in the MCU Spider-Man films.,Jacob Batalon plays Ned Leeds in the MCU Spider-Man films.,"[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Who plays Ned Leeds?""}, {""role"": ""assistant"", ""content"": ""Jacob Batalon plays Ned Leeds in the MCU Spider-Man films.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Who plays Ned Leeds?<|im_end|>
<|im_start|>assistant
Jacob Batalon plays Ned Leeds in the MCU Spider-Man films.<|im_end|>"
eval,11,allies,Captain America,researched_summary,Spider.csv,11,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Does Spider-Man work with Captain America Give me the context.,Spider-Man has fought alongside Captain America in Marvel stories and has interacted with him as a fellow hero.,Spider-Man has fought alongside Captain America in Marvel stories and has interacted with him as a fellow hero.,"[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Does Spider-Man work with Captain America Give me the context.""}, {""role"": ""assistant"", ""content"": ""Spider-Man has fought alongside Captain America in Marvel stories and has interacted with him as a fellow hero.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Does Spider-Man work with Captain America Give me the context.<|im_end|>
<|im_start|>assistant
Spider-Man has fought alongside Captain America in Marvel stories and has interacted with him as a fellow hero.<|im_end|>"
eval,12,allies,Captain America,researched_summary,Spider.csv,12,original,"You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.",Does Spider-Man work with Captain America?,Spider-Man has fought alongside Captain America in Marvel stories and has interacted with him as a fellow hero.,Spider-Man has fought alongside Captain America in Marvel stories and has interacted with him as a fellow hero.,"[{""role"": ""system"", ""content"": ""You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.""}, {""role"": ""user"", ""content"": ""Does Spider-Man work with Captain America?""}, {""role"": ""assistant"", ""content"": ""Spider-Man has fought alongside Captain America in Marvel stories and has interacted with him as a fellow hero.""}]","<|im_start|>system
You are a knowledgeable assistant that answers questions about Spider-Man across comics, films, games and television. Answer accurately and concisely. If you are not sure, say so instead of guessing.<|im_end|>
<|im_start|>user
Does Spider-Man work with Captain America?<|im_end|>
<|im_start|>assistant
